Year,Accepted_Penalty_Count,Penalty_Yards,Team_Penalty_Count,Team_Penalty_Yards,wins,losses,win_loss_perc,points,points_opp,points_diff,g,total_yards,plays_offense,yds_per_play_offense,turnovers,fumbles_lost,first_down,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_net_yds_per_att,pass_fd,rush_att,rush_yds,rush_td,rush_yds_per_att,rush_fd,score_pct,turnover_pct,exp_pts_tot,Superbowl Champion,Pass_yds_per_att,Rush_yds_per_att,total_tds,total_fds,Team_Atlanta Falcons,Team_Baltimore Ravens,Team_Buffalo Bills,Team_Carolina Panthers,Team_Chicago Bears,Team_Cincinnati Bengals,Team_Cleveland Browns,Team_Dallas Cowboys,Team_Denver Broncos,Team_Detroit Lions,Team_Green Bay Packers,Team_Houston Texans,Team_Indianapolis Colts,Team_Jacksonville Jaguars,Team_Kansas City Chiefs,Team_Las Vegas Raiders,Team_Los Angeles Chargers,Team_Los Angeles Rams,Team_Miami Dolphins,Team_Minnesota Vikings,Team_New England Patriots,Team_New Orleans Saints,Team_New York Giants,Team_New York Jets,Team_Philadelphia Eagles,Team_Pittsburgh Steelers,Team_San Francisco 49ers,Team_Seattle Seahawks,Team_Tampa Bay Buccaneers,Team_Tennessee Titans,Team_Washington Commanders
2015,247.0,2057.0,143.0,1195.0,6,10,0.375,342,417,-75,16,6014,1017,5.9,28,13,336,312,535,3852,22,15,6.9,201,455,2162,12,4.8,99,35.8,14.8,40.62,0.0,7.2,4.751648351648352,34,300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2016,216.0,1865.0,102.0,863.0,9,7,0.563,354,369,-15,16,5542,1066,5.2,27,9,340,355,578,3926,29,18,6.4,220,453,1616,8,3.6,80,32.4,14.8,-33.29,0.0,6.7923875432525955,3.567328918322296,37,300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017,213.0,1732.0,104.0,795.0,5,11,0.313,335,382,-47,16,5814,1035,5.6,27,13,352,378,605,4366,26,14,6.8,243,390,1448,8,3.7,76,33.7,15.4,-52.32,0.0,7.216528925619834,3.712820512820513,34,319,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018,244.0,2131.0,117.0,975.0,5,11,0.313,396,464,-68,16,6648,1055,6.3,35,9,388,408,625,5125,36,26,7.7,265,389,1523,11,3.9,80,37.0,19.0,121.14,0.0,8.2,3.9151670951156814,47,345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2019,245.0,2086.0,134.0,1111.0,7,9,0.438,458,449,9,16,6366,1086,5.9,41,11,353,382,630,4845,33,30,7.2,244,409,1521,15,3.7,81,37.9,20.2,37.0,0.0,7.690476190476191,3.7188264058679708,48,325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,179.0,1730.0,84.0,715.0,11,5,0.688,492,355,137,16,6145,1017,6.0,17,5,364,410,626,4626,42,12,7.1,238,369,1519,16,4.1,82,47.8,8.9,246.24,1.0,7.389776357827476,4.116531165311653,58,320,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,173.0,1489.0,95.0,864.0,13,4,0.765,511,353,158,17,6901,1139,6.1,19,7,404,492,731,5229,43,12,6.9,273,385,1672,18,4.3,106,44.3,9.8,216.14,0.0,7.153214774281806,4.3428571428571425,61,379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2022,191.0,1608.0,96.0,763.0,8,9,0.471,313,358,-45,17,5894,1159,5.1,22,12,346,499,751,4586,26,10,5.9,240,386,1308,5,3.4,79,32.0,10.3,1.03,0.0,6.1065246338215715,3.38860103626943,31,319,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023,223.0704090493306,1925.4009757482595,103.28644280020785,873.819785885914,9,8,0.529,348,325,23,17,5321,1047,5.1,18,8,300,364,568,3812,28,10,6.3,188,439,1509,8,3.4,79,35.5,9.8,49.53,0.0,6.711267605633803,3.437357630979499,36,267,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2003,206.9882613100131,1767.5761777266987,101.7383315861045,875.3819418996075,12,4,0.75,435,324,111,16,5501,1013,5.4,21,12,310,315,502,3878,30,9,7.4,211,486,1623,11,3.3,84,39.4,9.6,-103.79,0.0,7.725099601593626,3.3395061728395063,41,295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2004,209.39173152870438,1760.4248028793627,102.54297844551314,901.5837721026038,5,11,0.313,344,439,-95,16,5487,1053,5.2,31,12,308,356,589,3616,27,19,5.7,200,420,1871,12,4.5,85,29.0,15.0,-108.2,0.0,6.139219015280136,4.454761904761905,39,285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2005,208.9778890370958,1807.7969589516047,98.94418048110506,905.96003653865,4,12,0.25,299,421,-122,16,5122,1022,5.0,26,12,279,358,594,3597,20,14,5.8,191,397,1525,8,3.8,72,26.4,13.5,-242.78,0.0,6.055555555555555,3.841309823677582,28,263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2006,205.3823611425375,1659.2371520390031,104.92339285873463,901.4473518909449,8,8,0.5,324,400,-76,16,4810,945,5.1,26,7,261,226,447,2596,13,19,5.5,133,469,2214,15,4.7,105,26.7,13.9,-168.4,0.0,5.807606263982103,4.720682302771855,28,238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2007,200.89260795770932,1547.6614278925658,106.10597428256315,859.6878171676692,10,6,0.625,301,297,4,16,4987,1037,4.8,34,17,306,288,464,2878,9,17,5.8,171,543,2109,17,3.9,118,32.3,16.9,-172.57,0.0,6.202586206896552,3.883977900552486,26,289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2008,203.6794026200686,1714.3866680258693,100.76347200073067,837.4597996361116,13,3,0.813,375,234,141,16,5018,973,5.2,17,8,268,265,453,2819,13,9,6.1,143,508,2199,24,4.3,108,34.6,8.9,-76.91,0.0,6.222958057395143,4.328740157480315,37,251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2009,192.0,1545.0,98.0,821.0,8,8,0.5,354,402,-48,16,5623,990,5.7,31,16,288,271,476,3031,16,15,6.2,154,499,2592,19,5.2,115,33.2,15.0,-113.09,0.0,6.367647058823529,5.19438877755511,35,269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2010,242.0,2079.0,128.0,1040.0,6,10,0.375,356,339,17,16,4834,907,5.3,29,14,252,273,474,3107,24,15,6.2,155,406,1727,13,4.3,73,33.2,14.7,-71.69,0.0,6.5548523206751055,4.253694581280788,37,228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2011,203.0,1772.0,105.0,975.0,9,7,0.563,325,317,8,16,5361,984,5.4,22,8,281,353,584,3923,22,14,6.5,185,376,1438,8,3.8,71,31.4,11.7,-77.3,0.0,6.717465753424658,3.824468085106383,30,256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2012,192.0,1564.0,106.0,847.0,6,10,0.375,330,471,-141,16,5010,957,5.2,28,12,260,318,540,3323,17,16,5.7,166,378,1687,10,4.5,70,27.7,14.9,-109.54,0.0,6.1537037037037035,4.462962962962963,27,236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2013,196.0,1679.0,101.0,900.0,7,9,0.438,362,381,-19,16,5390,1032,5.2,25,9,311,328,533,3496,22,16,6.1,172,462,1894,16,4.1,103,34.2,11.4,46.52,0.0,6.559099437148218,4.0995670995671,38,275,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2014,204.0,1697.0,111.0,966.0,2,14,0.125,254,438,-184,16,4859,919,5.3,26,10,258,299,513,3412,20,16,6.1,159,356,1447,6,4.1,75,23.6,12.6,-88.85,0.0,6.651072124756335,4.064606741573034,26,234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2015,205.0,1761.0,93.0,779.0,3,13,0.188,299,423,-124,16,4988,976,5.1,33,16,298,342,551,3503,25,17,5.8,195,371,1485,10,4.0,66,25.7,16.2,-89.79,0.0,6.357531760435572,4.002695417789758,35,261,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016,247.0,2203.0,110.0,1012.0,9,7,0.563,381,378,3,16,5728,1008,5.7,18,7,322,307,504,3541,29,11,6.7,175,476,2187,16,4.6,115,36.4,9.8,-10.0,0.0,7.025793650793651,4.59453781512605,45,290,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017,204.0,1727.0,85.0,785.0,9,7,0.563,334,356,-22,16,5024,974,5.2,25,8,290,306,496,3191,14,17,6.0,157,443,1833,18,4.1,97,35.1,12.6,-134.32,0.0,6.433467741935484,4.1376975169300225,32,254,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018,202.0,1711.0,82.0,727.0,9,7,0.563,310,303,7,16,5002,940,5.3,18,6,289,293,437,2975,16,12,6.1,156,456,2027,15,4.4,106,34.9,10.2,10.48,0.0,6.807780320366133,4.4451754385964914,31,262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019,224.0,1957.0,99.0,932.0,9,7,0.563,402,331,71,16,5805,949,6.1,17,9,317,297,448,3582,29,8,7.1,177,445,2223,21,5.0,104,31.4,8.6,115.88,0.0,7.995535714285714,4.995505617977528,50,281,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,189.0,1623.0,86.0,783.0,11,5,0.688,491,439,52,16,6343,1031,6.2,12,5,381,316,485,3653,33,7,7.2,203,521,2690,26,5.2,142,47.9,7.2,245.01,0.0,7.531958762886598,5.163147792706334,59,345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021,212.0,1936.0,98.0,931.0,12,5,0.706,419,354,65,17,5822,1133,5.1,25,11,362,359,535,3418,22,14,5.9,194,551,2404,23,4.4,134,38.9,13.0,79.19,0.0,6.388785046728972,4.362976406533575,45,328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022,216.0,1728.0,105.0,917.0,7,10,0.412,298,359,-61,17,5045,992,5.1,23,12,277,285,456,2914,16,11,5.8,153,487,2131,16,4.4,104,27.9,10.5,-27.22,0.0,6.390350877192983,4.3757700205338805,32,257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023,197.84589852473655,1721.4320013053245,94.7152758990423,841.9101945563268,6,11,0.353,305,367,-62,17,4913,1002,4.9,20,9,298,304,494,3067,14,11,5.5,158,444,1846,16,4.2,103,32.6,9.4,3.82,0.0,6.208502024291498,4.157657657657658,30,261,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2003,199.90464036822948,1674.5151158000467,102.75885245785439,897.6064839914336,5,11,0.313,287,372,-85,16,4659,991,4.7,28,12,272,283,527,3006,21,16,5.3,156,421,1653,8,3.9,95,28.3,13.6,-182.25,0.0,5.7039848197343455,3.9263657957244655,29,251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004,199.92270087611527,1564.1310751242968,105.07853726405027,845.9783893492131,6,10,0.375,240,265,-25,16,4397,1023,4.3,27,10,269,288,514,2632,18,17,4.8,156,471,1765,6,3.7,91,21.7,13.1,-213.72,0.0,5.120622568093385,3.7473460721868364,24,247,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2005,202.50403174205454,1685.2800367287657,108.9605266920702,923.5005627981808,10,6,0.625,359,293,66,16,5289,1037,5.1,27,16,301,278,481,3106,25,11,6.1,166,525,2183,15,4.2,114,29.7,13.0,-118.86,0.0,6.457380457380458,4.158095238095238,40,280,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2006,214.03426604469055,1707.1378093784297,97.8975473364548,831.318559028676,5,11,0.313,307,376,-69,16,5243,979,5.4,17,7,295,274,470,3027,19,10,6.2,150,490,2216,13,4.5,123,30.2,9.5,-66.51,0.0,6.440425531914894,4.522448979591837,32,273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2007,191.03435045544916,1602.9900965471113,104.52734823983988,938.7352715420875,9,7,0.563,334,310,24,16,5334,1052,5.1,29,18,307,319,525,3463,18,11,6.3,192,498,1871,15,3.8,103,32.1,15.0,-198.87,0.0,6.596190476190476,3.7570281124497993,33,295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2008,207.87921770504016,1730.8370793871593,107.52984251798777,966.0149238866093,8,8,0.5,265,296,-31,16,5120,1026,5.0,18,12,295,318,510,3025,14,6,5.5,165,478,2095,12,4.4,109,29.2,9.6,-173.59,0.0,5.931372549019608,4.382845188284519,26,274,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2009,183.0,1442.0,85.0,679.0,4,12,0.25,266,336,-70,16,5000,970,5.2,28,12,280,340,533,3490,21,16,6.0,191,391,1510,8,3.9,72,29.7,13.4,-155.59,0.0,6.547842401500938,3.8618925831202047,29,263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,194.0,1496.0,90.0,647.0,6,10,0.375,302,377,-75,16,5374,1002,5.4,31,12,295,349,605,3913,21,19,6.0,194,351,1461,9,4.2,72,26.3,14.6,-134.87,0.0,6.467768595041322,4.162393162393163,30,266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,213.0,1898.0,89.0,882.0,5,11,0.313,288,367,-79,16,5387,1032,5.2,35,11,312,346,591,3773,19,24,6.0,204,400,1614,8,4.0,79,30.9,18.6,-194.94,0.0,6.38409475465313,4.035,27,283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,216.0,1801.0,116.0,985.0,10,6,0.625,436,388,48,16,6131,994,6.2,14,6,341,291,442,3422,24,8,7.2,171,519,2709,22,5.2,144,39.3,7.7,-16.5,0.0,7.742081447963801,5.219653179190751,46,315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2013,182.0,1499.0,99.0,802.0,3,13,0.188,334,478,-144,16,5915,1107,5.3,34,15,329,355,611,3751,20,19,5.7,198,453,2164,14,4.8,112,27.6,16.6,-42.64,0.0,6.13911620294599,4.777041942604857,34,310,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2014,264.0,2293.0,120.0,1129.0,4,12,0.25,301,438,-137,16,5738,1006,5.7,31,13,318,364,547,4047,18,18,6.7,186,401,1691,15,4.2,88,29.7,15.6,14.06,0.0,7.39853747714808,4.216957605985037,33,274,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015,217.0,1784.0,105.0,829.0,9,7,0.563,388,379,9,16,5661,1011,5.6,22,11,317,386,555,4095,30,11,7.0,208,429,1566,9,3.7,81,36.1,11.1,54.93,0.0,7.378378378378378,3.6503496503496504,39,289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2016,210.0,1932.0,110.0,909.0,8,7,0.531,396,383,13,16,6454,1009,6.4,21,9,345,407,607,4758,25,12,7.6,226,379,1696,17,4.5,89,43.4,11.4,105.24,0.0,7.838550247116968,4.474934036939314,42,315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2017,192.0,1620.0,92.0,733.0,7,9,0.438,342,388,-46,16,5199,982,5.3,27,14,278,347,540,3751,27,13,6.5,191,401,1448,10,3.6,66,31.9,12.6,-95.51,0.0,6.946296296296296,3.6109725685785534,37,257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018,217.0,1799.0,115.0,1008.0,7,9,0.438,281,359,-78,16,4795,967,5.0,19,4,280,311,509,3021,16,15,5.5,156,414,1774,12,4.3,96,31.8,11.2,-34.07,0.0,5.9351669941060905,4.285024154589372,28,252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
